text,persons,locations,organizations,persons_pred,organizations_pred,locations_pred,TP_persons,FP_persons,FN_persons,support_persons,precision_persons,recall_persons,F1_persons,TP_organizations,FP_organizations,FN_organizations,support_organizations,precision_organizations,recall_organizations,F1_organizations,TP_locations,FP_locations,FN_locations,support_locations,precision_locations,recall_locations,F1_locations
"Shares in Mentmore Abbey edged two pence higher to 81.5 pence , valuing the group at just under 30 million stg .",,,Mentmore Abbey,Abbey,,Shares;Mentmore,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0,2,1,1,0.0,0.0,0.0
"British Data Management 's shares slipped 0.5 pence to 179.5p , valuing that company at around 45 million stg .",,,British Data Management,,Data Management,British,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
-- London Newsroom +44 171 542 4017,,,London Newsroom,London Newsroom,,,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Hijacked Sudan plane lands at a London airport .,,Sudan;London,,,,Sudan;London,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"STANSTED , England 1996-08-27",,STANSTED;England,,,,England,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,1,2,1.0,0.5,0.6666666666666666
"A hijacked Sudan Airways plane carrying 199 passengers and crew landed at Stansted airport just outside London early on Tuesday morning after flying from Cyprus , eyewitnesses said .",,Stansted;London;Cyprus,Sudan Airways,Sudan Airways,Stansted,London;Cyprus,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,2,0,1,3,1.0,0.6666666666666666,0.8
"The Airbus 310 Flight 150 , which was hijacked on Monday evening on its way from Khartoum to the Jordanian capital Amman , landed at 4.30 a.m. ( 0330 GMT ) after a flight of more than four hours .",,Khartoum;Amman,,Amman,Airbus,Khartoum;Jordanian,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,1,1,2,0.5,0.5,0.5
At least one of the unidentified hijackers was apparently armed with grenades and TNT and threatened to blow the plane up in Cyprus unless it was refuelled so they could fly to Britain to claim political asylum .,,Cyprus;Britain,,,TNT,Cyprus;Britain,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,2,0,0,2,1.0,1.0,1.0
""" They will surrender the passengers there and surrender themselves , "" police spokesman Glafcos Xenos told reporters at Cyprus 's Larnaca airport .",Glafcos Xenos,Cyprus;Larnaca,,Glafcos Xenos;Larnaca,,Cyprus,1,1,0,1,0.5,1.0,0.6666666666666666,1,0,0,1,1.0,1.0,1.0,1,0,1,2,1.0,0.5,0.6666666666666666
"Security was tight at Stansted airport , which is about 30 miles ( 50 km ) northeast of the capital .",,Stansted,,,Stansted,Security,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
"Stansted has been designated as the preferred option for handling hijackings in southern England because it is more remote than Heathrow and Gatwick , London 's two major airports , and handles less air traffic .",,Stansted;England;Heathrow;Gatwick;London,,Heathrow;Gatwick,,England;London,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,2,0,3,5,1.0,0.4,0.5714285714285715
Hijacked Sudan plane expected at London 's Stansted .,,Sudan;London;Stansted,,,,Sudan;London,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,1,3,1.0,0.6666666666666666,0.8
LONDON 1996-08-27,,LONDON,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"A hijacked Sudan Airways plane with 199 passengers and crew on board was expected to land at London 's Stansted airport later on Tuesday morning , a police spokeswoman said .",,London;Stansted,Sudan Airways,Sudan Airways,,London,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,0,1,2,1.0,0.5,0.6666666666666666
""" That is the plan at the moment .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"That is where the plane is being directed to , "" Ruth Collin of Essex police , the force responsible for Stansted , said .",Ruth Collin,Essex;Stansted,,,,Essex;Stansted,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"Stansted , London 's third-busiest airport after Heathrow and Gatwick , is located about 30 miles ( 48 km ) northeast of the capital .",,Stansted;London;Heathrow;Gatwick,,Heathrow;Gatwick,,London,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,3,4,1.0,0.25,0.4
British officials said they would much prefer to deal with a hijacking at Stansted because of its relatively remote location and because air traffic would be less badly disrupted there than at Heathrow or Gatwick .,,Stansted;Heathrow;Gatwick,,Gatwick,Stansted;Heathrow,British,0,1,1,1,0.0,0.0,0.0,0,2,1,1,0.0,0.0,0.0,0,1,3,3,0.0,0.0,0.0
They said police and the emergency services were implementing a well-rehearsed contingency plan to handle the hijacking .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The armed hijackers of the Airbus 310 Flight 150 , which is expected to arrive about 4 a.m. ( 0300 GMT ) , have said they intend to surrender and seek political asylum in Britain .",,Britain,,,Airbus,Britain,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
The plane was hijacked on its way from Khartoum to the Jordanian capital Amman on Monday evening and landed at Larnaca airport in Cyprus to refuel .,,Khartoum;Amman;Larnaca;Cyprus,,Amman,Larnaca,Khartoum;Jordanian;Cyprus,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,2,1,2,4,0.6666666666666666,0.5,0.5714285714285715
The identity and number of the hijackers was not known .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
One of them negotiated through the pilot in English .,,,,,,English,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
The pilot said several hijackers appeared to be placed around the plane .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Painted parrot scam lands Australian in jail .,,,,,,Australian,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"PERTH , Australia 1996-08-27",,PERTH;Australia,,,,PERTH;Australia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
A conman who painted common Australian parrots with dye to make them look like rare birds worth thousands of dollars was jailed for fraud on Tuesday .,,,,,,Australian,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"Denham Peiris painted six green parrots , worth about A$ 100 ( US$ 79 ) a pair , with a cinnamon hair dye and traded them as Indian Ringneck Parrots , valued at A$ 14,000 a pair .",Denham Peiris,,,Denham;Peiris,US,Indian,0,2,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
"Peiris , 32 , of Perth , was sentenced in the Western Australian District Court to two years in jail for fraud after trading three pairs of impostor birds for 21 parrots worth a total of A$ 28,000 .",Peiris,Perth,,,District Court,Peiris;Perth,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,1,0,1,0.5,1.0,0.6666666666666666
""" Everyone was fooled , "" said pet shop owner Shane Drew , who unknowingly traded the disguised birds .",Shane Drew,,,Shane Drew,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" I 'd already had three local breeders have a look at them and sent photos and videos of the birds to the eastern states for authentication -- they said they 're nice birds , "" Drew told reporters outside court .",Drew,,,Drew,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" After I was told they were dyed , I checked them over again .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"It was a perfect paint job except for one feather under a wing of one bird that was only half dyed , "" Drew said .",Drew,,,Drew,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Drew said Peiris , a bird enthusiast , would have succeeded with the fraud if he had not tried to trade a fourth pair of bogus birds after an associate had told police of the scam .",Drew;Peiris,,,Drew;Peiris,,,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"If not for the informant , the painted parrots ' true colours would not have been known for six months , he said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" They moult in the summer , so five or six months down the track , I would have looked like the guilty party , "" Drew said .",Drew,,,Drew,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
NZ motorist 's arrest brings free flight to Tonga .,,NZ;Tonga,,,,Tonga,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,1,2,1.0,0.5,0.6666666666666666
WELLINGTON 1996-08-27,,WELLINGTON,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
A New Zealand motorist got an unexpected free flight to Tonga on Tuesday after being caught drinking and driving .,,New Zealand;Tonga,,,,New Zealand,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,1,2,1.0,0.5,0.6666666666666666
The man drew attention to himself in the North Island town of Tauranga while trying to reverse his car out of a pothole on Saturday night .,North Island,Tauranga,,,,Tauranga,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"He spun the wheels so much that the tyres caught alight and smoke began pouring from under the bonnet , the New Zealand Press Association reported .",,,New Zealand Press Association,,New Zealand,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
"Police arrested the man and charged him with drink-driving , but then iscovered he was wanted by the Immigration Service as an overstayer .",,,Immigration Service,,Immigration Service,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The man was due to catch a flight to Nuku'alofa in Tonga later on Tuesday .,,Nuku'alofa;Tonga,,,,Tonga,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,1,2,1.0,0.5,0.6666666666666666
Indonesia 's SBPUs auction results .,,Indonesia,,,SBPUs,Indonesia,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
JAKARTA 1996-08-27,,JAKARTA,,,,JAKARTA,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The following is the result of central bank securities ( SBPUs ) auction on Tuesday at 0800 GMT :,,,,,SBPUs,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
SBPUs seven-day 14-day,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Cut-off-rate ( percent ) 15.75 16.00,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Total ( in billion rupiah ) 38.43 218.50,,,,,,Total,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
-- Jakarta newsroom +6221 384-6364,,Jakarta,,,,Jakarta,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Seoul embassies warned of terrorist attacks .,,Seoul,,,,Seoul,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
SEOUL 1996-08-27,,SEOUL,,,,SEOUL,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"South Korea has told its overseas missions to step up security since its embassy in the former Yugoslavia received a threat over Seoul 's crackdown on radical students , the foreign ministry said on Tuesday .",,South Korea;Yugoslavia;Seoul,,,,South Korea;Yugoslavia;Seoul,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,3,0,0,3,1.0,1.0,1.0
"A letter to the Belgrade embassy on Monday under the name of the Macedonian Communist Party demanded South Korea release detained student leaders , a ministry spokesman said .",,Belgrade;South Korea,Macedonian Communist Party,,Macedonian;Communist Party,Belgrade;South Korea,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0,2,0,0,2,1.0,1.0,1.0
""" The letter said the party would assault the embassy , other South Korean-related facilities and Korean nationals unless our authorities released arrested students , "" he said .",,,,,,Korean,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
Nearly 400 members of an outlawed student group were arrested after violent protests demanding reunification with communist North Korea were crushed by riot police at a Seoul university this month .,,North Korea;Seoul,,,,Seoul,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,1,2,1.0,0.5,0.6666666666666666
"Authorities branded the violence , in which a police officer was killed , as an act of terror .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" The ministry has ordered the embassy to take urgent security measures against possible terrorist attacks , "" the official said , asking not to be named .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"It had called for similar precautions at other overseas missions , including those in Canada and Bangladesh where leftist groups have staged protests over the crackdown .",,Canada;Bangladesh,,,Bangladesh,Canada,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,1,2,1.0,0.5,0.6666666666666666
Nuclear pact will be a step to disarmament-China .,,,,,,Nuclear,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
BEIJING 1996-08-27,,BEIJING,,,,BEIJING,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"China on Tuesday reaffirmed its support for a global nuclear test ban treaty blocked by India last week , saying the pact would be an important step in achieving total nuclear disarmament .",,China;India,,,,China;India,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
""" Although the final draft of the treaty probably did n't totally satisfy any country , it was in general balanced , "" the official People 's Daily newspaper said in a commentary .",,,People 's Daily,Daily,,,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
"India blocked the Comprehensive Test Ban Treaty ( CTBT ) at the Conference on Disarmament in Geneva , saying the pact did not contain a clause committing the five declared nuclear powers to a timetable for nuclear disarmament .",,India;Geneva,,,Comprehensive Test Ban Treaty;CTBT;Conference,India;Geneva,1,0,0,1,1.0,1.0,1.0,0,3,1,1,0.0,0.0,0.0,2,0,0,2,1.0,1.0,1.0
"New Delhi 's stance , which was seen as effectively thwarting 2-1/2 years of negotiations at the Conference on Disarmament , drew widespread but generally muted foreign criticism .",,New Delhi,,,Conference,New Delhi,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
India has also pledged to oppose any forwarding of the draft treaty to the United Nations General Assembly .,,India,United Nations General Assembly,,United Nations,India,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
China said many countries had compromised to complete the treaty and that the issue of a disarmament schedule could be discussed in future negotiations .,,China,,,,China,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" The completion of the test ban treaty would be an important and practical step in the gradual process of achieving total nuclear disarmament , "" it said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
China has pledged support for the pact since reaching a deal with the United States that made international inspections of nuclear sites more difficult than in earlier drafts of the accord .,,China;United States,,,,China;United States,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
The newspaper said China advocated the complete ban and destruction of nuclear weapons but that there was little hope other nuclear powers would soon adopt the same stance .,,China,,,,China,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" Some nuclear powers stubbornly uphold policies of nuclear deterrence based on first use of nuclear weapons , "" it said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
China held on July 29 what it said would be its last nuclear test before a self-imposed moratorium that took effect the following day .,,China,,,,China,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
China was the last declared nuclear power to announce a halt to testing .,,China,,,,China,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Japan declares food poisoning threat receding .,,Japan,,,,Japan,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
TOKYO 1996-08-27,,TOKYO,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"The government said on Tuesday that the threat from a mysterious killer germ , while still requiring vigilance , appears to be receding in the western Japan city of Sakai , where the epidemic hit the hardest .",,Japan;Sakai,,,,Japan;Sakai,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"The food poisoning epidemic caused by the O-157 colon bacillus in Sakai appears to be "" settling down "" , Health Minister Naoto Kan was quoted by a government spokesman as telling the cabinet .",Naoto Kan,Sakai,,Health;Naoto Kan,,Sakai,1,1,0,1,0.5,1.0,0.6666666666666666,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The O-157 colon bacillus has been found responsible for a widespread food poisoning epidemic that has killed 11 people and made over 9,500 ill this year .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Sakai , near the regional commercial centre of Osaka , has been hit hardest by the deadly bacteria , with nearly 6,500 , mostly schoolchildren , affected by the disease .",,Sakai;Osaka,,,,Sakai;Osaka,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
Two children in Sakai have died from complications associated with the bacteria .,,Sakai,,,,Sakai,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Kan told a cabinet meeting on Tuesday that no new victims have been reported since August 8 , indicating that the peak has passed , at least for Sakai .",Kan,Sakai,,Kan;Sakai,,,1,1,0,1,0.5,1.0,0.6666666666666666,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"Sakai officials agreed with the assessment , but said it was too early to feel relieved .",,Sakai,,,,Sakai,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" There are still patients hospitalised and problems which must be dealt with , "" a city spokesman said , citing the issue of whether to allow children infected with the bacteria but not showing symptoms to attend school from September .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Health authorities believe school lunches were the source of the food poisoning in Sakai , but researchers have been unable to pinpoint the exact source of the infection .",,Sakai,,,,Health;Sakai,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,1,0,1,0.5,1.0,0.6666666666666666
The outbreak has prompted authorities to tighten sanitary standards at slaughterhouses and meatpacking plants and sparked calls for an overhaul of the nation 's school lunch programme .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The ministers agreed at Tuesday 's cabinet meeting to step up inspection measures for school lunches in September and October , when schools around the country resume .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Japan 's Agriculture Ministry also announced that it will compile hygiene guidelines based on U.S. government methods of checking the safety of farm produce to prevent another outbreak of the epidemic .,,Japan;U.S.,Agriculture Ministry,,Agriculture Ministry,Japan;U.S.,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"As of Monday , 31 children were still hospitalised in Sakai city , of whom six were in serious condition .",,Sakai,,,,Sakai,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Japan aluminium shipments surge 8.9 pct in July .,,Japan,,,,Japan,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
TOKYO 1996-08-27,,TOKYO,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"Japanese shipments of aluminium mill products in July surged 8.9 percent over the same month last year to 224,609 tonnes , while production rose 6.4 percent to 222,457 tonnes , according to preliminary data released on Tuesday by the Japan Aluminium Federation .",,,Japan Aluminium Federation,,,Japanese;Japan,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,2,1,1,0.0,0.0,0.0
"The surge reflected strong demand from the beverage can and housing construction sectors , federation officials said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Figures released two weeks ago from Japan 's seven largest mills already showed that Japan 's can sheet output reached its highest monthly level ever in July , reflecting above-average temperatures that sparked a jump in beer consumption .",,Japan;Japan,,,,Japan;Japan;July,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,1,0,1,0.5,1.0,0.6666666666666666
"A federation official added that the half-year through September 1996 also appeared likely to set a new record for can production , despite cooler temperatures in August .",,,,,,August,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
"July inventories stood at 75,632 tonnes , down 2.6 percent from the prior month .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"July foil output was off 0.2 percent year-on-year at 11,525 tonnes , while foil shipments fell 0.8 percent to 11,244 tonnes .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"June mill output data were revised slightly downward to 210,622 tonnes from the preliminary 210,683 , while shipments were revised marginally upward to 213,989 tonnes from 213,845 .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Final figures for June pegged can stock shipments at 40,144 tonnes , up 2.4 percent year-on-year .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Shipments to the auto sector fell 5.5 percent to 15,286 tonnes , while the construction sector rose 2.4 percent to 79,390 tonnes .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Exports dipped 3.7 percent to 18,867 tonnes .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
-- Tokyo Commodities Desk ( 81-3 3432 6179 ),,,Tokyo Commodities Desk,Tokyo Commodities Desk,,,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
China thanks Gabon for support on human rights .,,China;Gabon,,Gabon,,China,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,1,2,1.0,0.5,0.6666666666666666
BEIJING 1996-08-27,,BEIJING,,,,BEIJING,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"China has publicly thanked Gabon for its strong support at the United Nations Human Rights Commission , where Beijing has come under attack from Western nations for its human rights record .",,China;Gabon;Beijing,United Nations Human Rights Commission,Gabon,United Nations;Western,China;Beijing,0,1,1,1,0.0,0.0,0.0,0,2,1,1,0.0,0.0,0.0,2,0,1,3,1.0,0.6666666666666666,0.8
"China 's President Jiang Zemin offered his gratitude in a meeting on Monday with visiting Gabon President Omar Bongo , the official Xinhua news agency said .",Jiang Zemin;Omar Bongo,China;Gabon,Xinhua,Jiang Zemin;Gabon;Omar Bongo,Xinhua,China,2,1,0,2,0.6666666666666666,1.0,0.8,1,0,0,1,1.0,1.0,1.0,1,0,1,2,1.0,0.5,0.6666666666666666
"Jiang also acknowledged the Central African nation 's support for China 's stance on Taiwan , which Beijing views as a renegade province , while Bongo was quoted as thanking China for economic and technological aid , the agency said late on Monday .",Jiang;Bongo,China;Taiwan;Beijing;China,,Jiang;Bongo,Central African,China;Taiwan;Beijing;China,2,0,0,2,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,3,0,0,3,1.0,1.0,1.0
"In April , China quashed a draft resolution by the U.N. Human Rights Commission expressing concern over continuing reports of Beijing 's violations of fundamental freedoms .",,China;Beijing,U.N. Human Rights Commission,,U.N.,April;China;Beijing,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,2,1,0,2,0.6666666666666666,1.0,0.8
"After the defeat of the resolution , drafted by the European Union and the United States , China 's Foreign Ministry thanked 26 countries for backing its motion for "" no action "" on the document .",,United States;China,European Union;Foreign Ministry,,European Union;Foreign Ministry,United States;China,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
It was the sixth year in a row that China avoided censure at the U.N. 's main human rights forum .,,China,U.N.,,U.N.,China,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"China has been accused of a wide range of human rights abuses , often in violation of its own legal code , in an effort to silence dissent .",,China,,,,China,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
A Xinhua commentary earlier this year said a plot by the West to force its human rights standards and values on other countries was doomed to failure .,,,Xinhua,,,Xinhua,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
Taiwan 's Cooperative Bank cuts prime lending rate .,,Taiwan,Cooperative Bank,,Cooperative Bank,Taiwan,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
TAIPEI 1996-08-27,,TAIPEI,,,,TAIPEI,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
