text,persons,locations,organizations,persons_pred,organizations_pred,locations_pred,TP_persons,FP_persons,FN_persons,support_persons,precision_persons,recall_persons,F1_persons,TP_organizations,FP_organizations,FN_organizations,support_organizations,precision_organizations,recall_organizations,F1_organizations,TP_locations,FP_locations,FN_locations,support_locations,precision_locations,recall_locations,F1_locations
The farm is in the border region where a German tourist and a Swiss tour guide were kidnapped last New Year 's Eve by a heavily armed band led by a former Nicaraguan guerrilla .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The two were held for 71 days until relatives paid a ransom .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Two of the suspected abductors have since been arrested .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Venezuela unions harden towards CVG privatization .,,Venezuela,CVG,,CVG,Venezuela,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
CARACAS 1996-08-27,,CARACAS,,,,CARACAS,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"A swell of protest is growing within Venezuela 's trade unions at the proposed year-end privatization of the state-owned holding company Corporacion Venezolana de Guayana ( CVG ) , CVG union leaders said Tuesday .",,Venezuela,Corporacion Venezolana de Guayana;CVG;CVG,,##VG;C;Corporacion Venezolana de Guayana,Venezuela,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4,1,0,0,1,1.0,1.0,1.0
""" We oppose the way the government is proceeding with the sale , "" Ramon Machuca , Sidor trade union Secretary General and member of union-based opposition party Radical Cause , told reporters .",Ramon Machuca,,Sidor;Radical Cause,Ramon Machuca,Radical Cause;Sidor,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" We do n't believe the government will make its timetable , "" he added .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Sidor is the CVG 's steel-producing arm , slated for a December sale worth an estimated $ 1.5 billion .",,,Sidor;CVG,,##VG;Sidor;C,,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4,1,0,0,1,1.0,1.0,1.0
The CVG 's aluminum companies Venalum and Alucasa are also scheduled to be sold early 1997 .,,,CVG;Venalum;Alucasa,,##VG;Alucasa;C;Venalum,,1,0,0,1,1.0,1.0,1.0,2,2,1,3,0.5,0.6666666666666666,0.5714285714285715,1,0,0,1,1.0,1.0,1.0
"Arguing that CVG 's privatization would result in some 13,000 layoffs , compared to the government 's estimated 1,500 , CVG 's union leaders told reporters they would strike and stage protests if their concerns were not addressed .",,,CVG;CVG,,##VG;C,,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
""" We oppose any privatization that hurts workers ' welfare and does not take into account its social impact , "" they said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The opposition party Radical Cause controls all of the unionized workers at the CVG heavy industry complex and has systematically opposed all government legislation in congress .,,,Radical Cause;CVG,,##VG;Radical Cause;C,,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4,1,0,0,1,1.0,1.0,1.0
"-- Omar Lugo , Caracas newsroom , 582 834405",Omar Lugo,Caracas,,Omar Lugo,,Caracas,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Nicaraguan drunks fear "" lovebite "" bandit .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"MANAGUA , Nicaragua 1996-08-27",,MANAGUA;Nicaragua,,,,MANAGUA;Nicaragua,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"Heavy drinkers in a Nicaraguan city were searching for someone who has covered them in "" lovebites "" while they were passed out in a drunken stupor , a local newspaper reported on Tuesday .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The dreaded "" chupabolos "" -- "" drunksucker "" -- preys on men who have passed out in the streets of Matagalpa , 80 miles ( 130 kms ) north of Managua , placing hickey-like "" lovebites "" on various parts of their bodies , El Nuevo Diario reported .",,Matagalpa;Managua,El Nuevo Diario,,El Nuevo Diario,Managua;Matagalpa,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
Enraged drunks and street people in this town known for its machismo have organised a so-far unsuccessful search for the culprit who finds victims in the dark streets surrounding a local market .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The total number of victims was still unknown .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The first of the victims were two vagrants who slept in an abandoned car in front of a local bank , the newspaper said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"In spite of the collective fear gripping Matagalpa 's drinkers , local women expressed little sympathy .",,Matagalpa,,,,Matagalpa,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" Its just desserts for all the ' bolos ' ( drunkards ) who sleep in the streets of our beautiful town , "" said a woman who worked in the local market .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Brazil likely to turn Banespa federal bank - paper .,,Brazil,Banespa,,Banespa,Brazil,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
SAO PAULO 1996-08-27,SAO PAULO,,,SA;PA,,##O;##ULO,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"Brazil is likely to turn Sao Paulo state bank Banespa into a federal bank in a prior step to privatization , according to unnamed government sources , O Globo daily said .",,Brazil;Sao Paulo,Banespa;O Globo,,Banespa;O Globo,Brazil;Sao Paulo,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
The newspaper said the Central Bank special administration of Banespa ends in December 30 and after that the bank has to be liquidated or turned into a federal bank since there are no conditions to return Banespa to Sao Paulo state government .,,Sao Paulo,Central Bank;Banespa;Banespa,,Banespa;Central Bank,Sao Paulo,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
A Central Bank spokesman said he could not confirm or deny the report .,,,Central Bank,,Central Bank,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Banespa has been under central bank special temporary administration since December 1994 .,,,Banespa,,Banespa,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The central bank management could be lifted if Sao Paulo state decided to take part in the recent federal government 's plan to restructure state banks .,,Sao Paulo,,,,Sao Paulo,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Under the plan , the federal government would provide 100 percent of the financing needed to restructure debt of state banks being privatized , liquidated or turned into development banks .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
It also offers to refinance up to 50 percent of the debt held by state banks whose governments decide to keep control of their banks .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Although the plan was designed under terms proposed by Sao Paulo state governor Mario Covas , he has showed no interest in taking part in the plan because Sao Paulo 's debt with Banespa has increased sharply , O Globo said .",Mario Covas,Sao Paulo;Sao Paulo,Banespa;O Globo,Mario Covas,Banespa;O Globo,Sao Paulo,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Sao Paulo state 's debt is now estimated at 19 billion reais .,,Sao Paulo,,,,Sao Paulo,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
O Globo also said another delicate case to be solved involves private bank Bamerindus .,,,O Globo;Bamerindus,,Bamerindus;O Globo,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The newspaper said Bamerindus has sent to the Central Bank a proposal for restructuring combined with a request for a 90-day credit line , paying four percent a year plus the Basic Interest Rate of the Central Bank ( TBC ) .",,,Bamerindus;Central Bank;Central Bank;TBC,,Central Bank;TBC;Bamerindus,,1,0,0,1,1.0,1.0,1.0,3,0,0,3,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
O Globo also said the loan would give Bamerindus time to sell assets .,,,O Globo;Bamerindus,,Bamerindus;O Globo,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Bamerindus , Brazil 's fourth-largest private bank , has been facing liquidity troubles .",,Brazil,Bamerindus,,Bamerindus,Brazil,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Bamerindus declined to comment on negotiations being held with the Central Bank .,,,Bamerindus;Central Bank,,Central Bank;Bamerindus,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"-- Fatima Cristina , Sao Paulo newsroom , 55-11-2324411",Fatima Cristina,Sao Paulo,,##ima Cristina;Fat,,Sao Paulo,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Czech Republic 's Havel to tour Brazil in September .,Havel,Czech Republic;Brazil,,Have;##l,,Brazil;Czech Republic,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
BRASILIA 1996-08-27,,BRASILIA,,,,BRASILIA,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Czech Republic President Vaclav Havel is scheduled to make an official visit to Brazil Sept .,Vaclav Havel,Czech Republic;Brazil,,V;##ac;##lav Havel,,Brazil;Czech Republic,0,3,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"15-21 , Brazil 's Foreign Relations Ministry said on Tuesday .",,Brazil,,,,Brazil,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Havel is due to meet with his Brazilian counterpart Fernando Henrique Cardoso in the capital Brasilia and will visit the cities of Manaus , Sao Paulo and Rio de Janeiro .",Havel;Fernando Henrique Cardoso,Brasilia;Sao Paulo;Rio de Janeiro,,Fernando Henrique Cardoso;Havel,,Sao Paulo;Rio de Janeiro;##aus;Brasilia,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,3,1,0,3,0.75,1.0,0.8571428571428571
Also due to visit Brazil in September are South Korean President Kim Young Sam and German Chancellor Helmut Kohl .,Kim Young Sam;Helmut Kohl,Brazil,,Helmut Kohl;Kim Young Sam,,Brazil,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Former Argentine benevolent dictator Alejandro Lanusse dies .,Alejandro Lanusse,,,Alejandro Lanusse,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
BUENOS AIRES 1996-08-26,,BUENOS AIRES,,,,B;##UENOS AIRES,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"Alejandro Lanusse , the former dictator who ruled Argentina for two years , died at age 78 on Monday .",Alejandro Lanusse,Argentina,,Alejandro Lanusse,,Argentina,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Lanusse died after being brought to a hospital a week ago following a fall at home that resulted in a blood clot in the brain .,Lanusse,,,Lanus;##se,,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
He was operated on earlier in the week but failed to recover from surgery .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The former dictator , who ruled from 1971 to 1973 , was best known for allowing Juan Domingo Peron , Argentina 's famed populist leader , to return to Argentina after 17 years of forced exile .",Juan Domingo Peron,Argentina;Argentina,,Juan Domingo Peron,,Argentina,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Lanusse took over the leadership of the country after five years of dictatorship .,Lanusse,,,Lanus;##se,,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"But unlike his two predecessors , Juan Carlos Ongania and Marcelo Levingston , who ruled Argentina with an iron hand , Lanusse steered the country toward democracy .",Juan Carlos;Marcelo Levingston;Lanusse,Argentina,,##o Levingston;Lanus;Marcel;##ia;Juan Carlos,,Argentina,1,4,2,3,0.2,0.3333333333333333,0.25,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
That resulted in general elections in March 1973 when the Peronists led by Hector Campora and Vicente Solano Lima returned to power .,Hector Campora;Vicente Solano Lima,,Peronists,Vicente Solano Lima;Hector Campora,Peroni,,2,0,0,2,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Lanusse was a candidate in the election but failed to defeat his old adversories and never returned to public office .,Lanusse,,,Lanusse,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
He was imprisoned for four years in 1951 for taking part in a coup attempt to overthrow Peron led by General Benjamin Menendez .,Peron;Benjamin Menendez,,,Peron;Benjamin Menendez,,,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Lanusse 's rule saw the gradual rise of left-wing activism which culminated in another period of brutal Argentine dictatorship from 1976 to 1983 , during which the military launched its "" dirty war "" that resulted in 10,000 missing people .",Lanusse,,,Lanusse,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"In his autobiography published in 1990 , Lanusse described himself as a military man with "" democratic ideas . """,Lanusse,,,Lanusse,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
He was born in Buenos Aires in 1918 and married Ileana Bell with whom he had nine children .,Ileana Bell,Buenos Aires,,Il;##a Bell;##ean,,Buenos Aires,0,3,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
He entered the Military College in 1935 .,,,Military College,,Military College,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Ten missing in north China ship collision .,,China,,,,China,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
BEIJING 1996-08-27,,BEIJING,,,,B;##EIJING,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"Ten people were missing after a fishing boat collided with a passenger liner and sank off China 's northeastern province of Liaoning , state radio said on Tuesday .",,China;Liaoning,,,,China;Liaoning,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"The fishing boat sank and its entire crew was missing after a collision with the "" Tiantan "" liner off the port of Dalian early on Monday , the report said .",,Dalian,,,,Dalian,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"It said the liner was heading to Dalian from the northern port of Tianjin , it said .",,Dalian;Tianjin,,,,Dalian;##ianjin;T,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4
"Dalian port officials , contacted by telephone , confirmed the collision but gave no further details .",,Dalian,,,,Dalian,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Matahari revises down 1996 net target .,,,Matahari,,Matahari,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
JAKARTA 1996-08-27,,JAKARTA,,,,JAKARTA,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Indonesian department store operator PT Matahari Putra Prima said on Tuesday that it had revised down its 1996 net profit target .,,,PT Matahari Putra Prima,,PT Matahari Putra Prima,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Matahari 's finance director , Hanifah Komala , said they revised down net profit for 1996 to 46 billion from its original target of 50 billion rupiah .",Hanifah Komala,,Matahari,##ifah Komala;Han,Matahari,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" We have to revised down our target due to weak sales performance in the third quarter , "" said Komala .",Komala,,,Komal,,,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
He also said the company expect to record a 83 billion rupiah of net profit in 1997 .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
-- Jakarta newsroom +6221 384-6364,,Jakarta,,,,Jakarta,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
S. Korea asked to stop China-bound missionaries .,,S. Korea,,,,S . Korea,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
BEIJING 1996-08-27,,BEIJING,,,,B;##EIJING,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"Beijing has called on Seoul to stop South Korean missionaries from travelling to China , a South Korean embassy spokesman said on Tuesday .",,Beijing;Seoul;China,,,,China;Beijing;Seoul,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,3,0,0,3,1.0,1.0,1.0
"The appeal was made on Sunday during talks between South Korean deputy Foreign Minister Lee Ki-choo and his Chinese counterpart Tang Jiaxuan , the spokesman said .",Lee Ki-choo;Tang Jiaxuan,,,Tang Jiaxuan;Lee Ki - ch,,,1,1,1,2,0.5,0.5,0.5,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
It is not known why China raised the issue .,,China,,,,China,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Atheist China officially bans missionary activities but often turns a blind eye to religious activities of people nominally employed as foreign language teachers , particularly in remote areas that are unable to attract other candidates .",,China,,,,China,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Hong Kong nabs blind 10-year-old illegal immigrant .,,Hong Kong,,,,Hong Kong,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
HONG KONG 1996-08-27,,HONG KONG,,,,##G KON;##ON;##G;H,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,4,1,1,0.0,0.0,0.0
"A blind 10-year-old boy from China sneaked over the border into Hong Kong and was arrested as an illegal immigrant , Hong Kong police said on Tuesday .",,China;Hong Kong;Hong Kong,,,,China;Hong Kong,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"He was caught by police trying to force his way into a home in the rural New Territories , a police spokesman said .",,New Territories,,,,New Territories,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" The boy came from China 's eastern province of Jiangsu .",,China;Jiangsu,,,,China;Jiangsu,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"He was spotted by a passerby trying to climb into an apartment in the early hours of Monday morning , "" the spokesman said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
No decision has yet been made on how to deal with the boy .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Hong Kong police regularly catch hundreds of illegal immigrants and people who have overstayed their visas from mainland China and send them back .,,Hong Kong;China,,,,China;Hong Kong,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"Hong Kong , a British colony , reverts to Chinese control next year but will remain sealed off from the mainland except to a tiny trickle of legal immigrants and people with special visit permits .",,Hong Kong,,,,Hong Kong,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Bosnian premier in Turkey for one day visit .,,Turkey,,,,Turkey,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
ANKARA 1996-08-27,,ANKARA,,,,ANKARA,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Bosnian Prime Minister Hasan Muratovic arrived in Ankara on Tuesday for an official visit where he is due to discuss Turkey 's aid to the former Yugoslav republic .,Hasan Muratovic,Ankara;Turkey,,Hasan Muratovic,,Ankara;Turkey,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
"The premier , who is due to meet his Turkish counterpart Necmettin Erbakan on Tuesday , will also be discussing the postponed Bosnian elections , a foreign ministry official said .",Necmettin Erbakan,,,##in Erbakan;##ecmett;N,,,0,3,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
A small number of Bosnians had also begun to vote in Turkey .,,Turkey,,,,Turkey,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Muratovic is also due to meet with President Suleyman Demirel , Foreign Minister Tansu Ciller and Turkish businessman , the ministry official said .",Muratovic;Suleyman Demirel;Tansu Ciller,,,Tansu Ciller;##ratovic;##man Demirel;Mu;Suley,,,1,4,2,3,0.2,0.3333333333333333,0.25,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
He will leave on Thursday .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
A U.S. diplomat in charge of elections in Bosnia announced earlier that municipal polls due on September 14 with other Bosnian elections would be put off because of irregularities by the Serbs in registering voters .,,U.S.;Bosnia,,,,Bosnia;U . S .,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,1,1,2,0.5,0.5,0.5
He said no new date had been set yet .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" Turkish people are watching closely the developments in Bosnia .",,Bosnia,,,,Bosnia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"We have seen elections as a step in the normalisation process , "" the foreign ministry official said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
New U.N. relief coordinator arrives in Iraq .,,Iraq,U.N.,,U . N,Iraq,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Leon Barkho,Leon Barkho,,,Leon Barkh,,,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
BAGHDAD 1996-08-27,,BAGHDAD,,,,BAGHDAD,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
A new U.N. relief coordinator has arrived in Baghdad to take up the task of organising humanitarian goods distribution and to face Iraq 's continuing opposition over the number of international monitors to be involved .,,Baghdad;Iraq,U.N.,,U . N,Baghdad;Iraq,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,2,0,0,2,1.0,1.0,1.0
U.N. and diplomatic sources said on Tuesday that Secretary- General Boutros Boutros-Ghali had appointed Italian Gualtiero Fulcheri and sent him to Iraq last week to replace Moroccan Mohamed Zejjari .,Boutros Boutros-Ghali;Gualtiero Fulcheri;Mohamed Zejjari,Iraq,U.N.,Bout;Ghali;Mohamed Zejjari;##ros Boutros;G;##ualtier;##o Fulcher,U . N,Iraq,1,6,2,3,0.14285714285714285,0.3333333333333333,0.2,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
One diplomat said Iraq and U.N. were still in disagreement on how many international observers would be required to ascertain the equitable distribution of humanitarian supplies that will be procured under Baghdad 's oil deal with U.N .,,Iraq;Baghdad,U.N.,,N;U;U . N,Baghdad;Iraq,1,0,0,1,1.0,1.0,1.0,0,3,1,1,0.0,0.0,0.0,2,0,0,2,1.0,1.0,1.0
""" The United Nations would like to employ hundreds of foreign monitors .",,,United Nations,,United Nations,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Baghdad says it can only accept a few dozens , "" said the diplomat .",,Baghdad,,,,Baghdad,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Baghdad holds that the Iraq-U.N. memorandum of understanding on partial oil sales signed last June does not specify how many foreign observers should be stationed in Iraq .,,Baghdad;Iraq,,,U . N,Baghdad;Iraq,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,2,0,0,2,1.0,1.0,1.0
""" Observation of food supplies and their distribution are still a major issue and seems the two sides have not yet filled the gap separating them , "" said another diplomat .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Iraq 's partial oil sales pact with U.N. , allowing crude exports worth $ 2 billion every six months , gives U.N. the right to supervise the purchase and distribution of food supplies in the country .",,Iraq,U.N.;U.N.,,U . N,Iraq,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
